distance_from_school (km),haversine_distance (km),latitudes,longitudes,names,price_levels,ratings,total_user_ratings,walking duration (hour),walking duration (mins)
5.6,3.673907637234002,34.0051489,-117.8680761,Mikasa Restaurant,1.0,4.6,318,1.0,
1.4,0.8617336198154714,33.9747269,-117.83917690000001,Melt Ice and Teppan Bar,,3.7,12,16.0,
2.6,1.9397552253544643,33.9990273,-117.84573619999999,Barro's Pizza,2.0,4.3,328,29.0,
0.6,0.5394097789008009,33.9845005,-117.84440520000001,China Tasty & BBQ,,3.8,22,8.0,
6.2,4.744014140675813,34.018097600000004,-117.81076599999999,Mandarin Taste,2.0,4.5,185,1.0,
2.4,1.8297828863143168,33.9983566,-117.8442906,Baek Oak Korean & Japanese Restaurant,,3.8,8,27.0,
3.8,3.2500684448429213,34.0,-117.8108746,Old Chengdu Restaurant 老成都川菜馆,2.0,4.1,168,47.0,
5.9,4.8545886503367415,34.026067499999996,-117.83616979999998,Chick-fil-A,1.0,4.6,1087,1.0,
4.5,3.1313097562200856,33.9867472,-117.87265729999999,Shabu Haru,2.0,4.4,91,55.0,
1.4,0.7536944294300358,33.9757513,-117.8380672,Tasty Box BBQ,,4.5,41,15.0,
1.4,0.8785620906302499,33.974576299999995,-117.83924669999999,Awoolim Kimbap Factory,,4.4,10,16.0,
5.9,4.989133604382865,34.0273149,-117.83711979999998,Rubio's Coastal Grill,1.0,4.4,201,1.0,
6.3,4.891898477622952,34.0194919,-117.8104091,Dilliwala Indian Kitchen,2.0,4.5,227,1.0,
5.6,3.84405641417206,34.0157032,-117.85060039999999,Los Amigos Restaurant,1.0,4.3,185,1.0,
4.7,3.651922807780828,34.010838299999996,-117.8590625,Walnut Tree Restaurant,1.0,4.3,159,55.0,
1.5,0.896183950066526,33.97442410000001,-117.839504,Munchies in Hmart,,5.0,1,17.0,
1.3,0.7477905965170539,33.9758137,-117.83798610000001,Cafe 101,,4.2,44,14.0,
4.4,3.0047081452506053,33.98758249999999,-117.87109009999999,Ong Ga Nae Korean Barbeque,2.0,4.3,294,53.0,
4.7,3.6819840609127437,34.0110099,-117.85935420000001,Paradise Pizza,1.0,4.1,21,56.0,
4.7,3.6051052251481916,34.01007999999999,-117.8596,WaBa Grill,1.0,4.4,103,55.0,
3.8,3.2515084081577776,33.9999805,-117.8108375,El Pollo Loco,1.0,4.3,306,47.0,
2.3,1.8124433465615717,33.998309000000006,-117.8437605,Pounder,,4.4,33,26.0,
7.2,4.935886983394696,33.9953029,-117.8903412,Pho Rowland Vietnamese Restaurant,1.0,4.5,192,1.0,
5.5,3.3469933199286603,33.9969922,-117.8708912,Carl's Jr.,1.0,3.9,484,1.0,
7.4,5.965644066209072,33.9894008,-117.9032506,Little Shanghai Restaurant,1.0,4.4,71,1.0,
7.2,4.9071586605465125,33.995686,-117.88987309999999,The Boiling Crab,2.0,4.6,1960,1.0,
3.6,2.2212487021461573,33.9973655,-117.8551506,Double O Restaurant,,3.8,6,42.0,
4.3,3.4009123097146534,34.0025807,-117.8112888,Cho Dang Tofu Restaurant,2.0,4.3,99,54.0,
2.5,1.8609521058265763,33.998389,-117.8453413,S&J Gran cafe,,4.8,21,29.0,
3.9,3.300371140200495,33.999712,-117.8099449,Diamond Palace Cuisine of India,2.0,4.3,248,48.0,
7.3,4.8632818058717575,33.9947623,-117.8897133,Sun Nong Dan,2.0,4.3,465,1.0,
7.7,5.218313739007604,34.0094208,-117.8854334,Pizza Supreme,2.0,4.5,320,1.0,
6.3,5.01496945367251,34.0208776,-117.8105588,Chipotle Mexican Grill,1.0,4.2,121,1.0,
6.5,5.045885752081374,34.021818599999996,-117.8118101,Diamond Palace Chinese Seafood,2.0,4.2,377,1.0,
6.2,4.7914486225246735,34.018536499999996,-117.81063470000001,Seasons Cafe,1.0,4.4,58,1.0,
7.3,5.9554562207583555,33.9884943,-117.90327190000001,Happy Family Restaurant,1.0,4.3,125,1.0,
1.1,1.047635430022008,33.838081,-118.364483,Scardino's Italian Restaurant,2.0,4.5,408,,14.0
1.4,1.1602577731438275,33.8384087,-118.36135790000002,Aliotta's Via Firenze,2.0,4.6,182,,18.0
0.7,0.7159938942533493,33.8492801,-118.36174229999999,Bonello's New York Pizza,1.0,4.7,220,,9.0
2.6,2.075805638741692,33.853029799999995,-118.3900551,Kirari West Bake Shop,2.0,4.8,232,,33.0
2.2,1.5981275584849148,33.8366477,-118.356591,Elephant Bar Restaurant,2.0,4.1,563,,27.0
2.4,1.8115699037626056,33.834595,-118.355841,Benihana,3.0,4.3,1479,,29.0
1.1,1.0372983394916342,33.837804999999996,-118.36575800000001,La Zeez Pita Grill,2.0,4.4,251,,14.0
2.1,1.6352492970187549,33.837859,-118.35479099999999,The Habit Burger Grill,1.0,4.5,792,,25.0
0.7,0.6522154718924235,33.849316400000006,-118.36252009999998,Steve's Charburger,1.0,4.2,373,,9.0
2.3,1.8845491195376662,33.843408600000004,-118.38888159999999,The Standing Room Restaurant,2.0,4.6,325,,29.0
1.3,1.016795591595234,33.8389727,-118.3631207,Tom's Tacos,1.0,4.4,195,,16.0
2.7,2.169683071404633,33.8610755,-118.3529064,NORMS Restaurant,1.0,4.3,3319,,34.0
1.5,1.1105326036722605,33.838556,-118.375727,Taishi Hainan Chicken,1.0,4.6,192,,19.0
1.1,1.083318029224568,33.837132700000005,-118.37063130000001,Wendy's,1.0,4.1,562,,14.0
2.7,2.0950636546212484,33.8333842,-118.38484879999999,Dominique's Kitchen,2.0,4.7,263,,34.0
3.3,2.4851876390944363,33.8334999,-118.3472247,Lazy Dog Restaurant & Bar,2.0,4.4,1285,,42.0
2.7,2.1996081474302542,33.843395,-118.39234909999999,Captain Kidd's Fish Market & Restaurant,2.0,4.5,1484,,33.0
2.8,2.2431747001479687,33.833350200000005,-118.3507414,Din Tai Fung,2.0,4.6,1125,,35.0
1.4,1.1980891835715737,33.8377784,-118.361725,Brazilian Plate House,,4.5,218,,18.0
3.1,2.4358876543753603,33.8588234,-118.39090320000001,Barans 2239,3.0,4.7,163,,40.0
2.1,1.2959325057759052,33.85412279999999,-118.37976409999999,Miyoda Restaurant,2.0,4.6,126,,26.0
1.4,1.1952631800507452,33.838039,-118.361324,Thai Rama Restaurant,1.0,4.3,191,,18.0
2.5,1.898502256535532,33.8360921,-118.3849239,Sushi Chitose,2.0,4.7,118,,31.0
1.6,1.4693909433139598,33.8488601,-118.3531699,In-N-Out Burger,1.0,4.6,3300,,21.0
2.9,2.281927500309436,33.832798,-118.350779,Luna Grill,2.0,4.4,192,,36.0
3.1,2.413009759978892,33.8472645,-118.39500190000001,Sea Level Restaurant and Lounge,,4.6,306,,38.0
2.2,1.7261413447799443,33.8383995,-118.3531366,Seafood Port Chinese Restaurant,1.0,4.2,813,,27.0
2.1,1.6865126916837374,33.839339100000004,-118.35295790000002,Ojiya Torrance Izakaya Restaurant,1.0,4.5,102,,26.0
2.9,2.2941016503947926,33.83281289999999,-118.35058300000001,Lemonade,2.0,4.3,231,,36.0
2.8,2.1979500597006987,33.8335115,-118.351225,Brio Coastal Bar and Kitchen,2.0,4.4,619,,35.0
1.5,1.3175631164358124,33.858553,-118.37033899999999,Pancho's Taco,1.0,4.1,140,,19.0
1.7,1.522918519719019,33.8500951,-118.3528837,The Flame Broiler,1.0,4.2,187,,21.0
2.2,1.686195810406532,33.835714,-118.356379,Souplantation,1.0,4.2,1112,,28.0
2.1,1.648152118387547,33.8385265,-118.3540456,Spires Restaurant,1.0,4.3,441,,25.0
2.2,1.7416475481685274,33.8388883,-118.3851794,Lupita's Mexican Restaurant,2.0,4.0,185,,28.0
2.7,2.1127804845101164,33.837157299999994,-118.34914429999999,Wahoo's Fish Taco,1.0,4.5,355,,33.0
2.5,1.8425180696501404,33.8467203,-118.3888312,Dickeys Barbecue Pit,2.0,4.1,180,,31.0
2.3,1.828422737628816,33.837917499999996,-118.3855668,Cozy Cafe,1.0,4.8,138,,29.0
3.1,2.3939234757154786,33.829758700000006,-118.35298759999999,Chick-fil-A,1.0,4.6,1688,,39.0
2.2,1.6392363961017289,33.836236,-118.35645829999999,Red Lobster,2.0,4.2,1085,,27.0
1.6,1.2548810441099325,33.8387191,-118.37840659999999,Hoka Hoka Sushi,2.0,4.6,255,,21.0
3.0,2.2359583104871112,33.8407115,-118.3919672,"Kincaid's Fish, Chop & Steakhouse",3.0,4.4,840,,38.0
2.0,1.6514164292103333,33.839794399999995,-118.35309129999999,Inaba Japanese Restaurant,2.0,4.4,115,,25.0
3.1,2.4202553630753063,33.8468486,-118.39508700000002,The Cheesecake Factory,2.0,4.4,3248,,39.0
2.4,1.8429410613536632,33.8359417,-118.35376880000001,Tender Greens,2.0,4.3,457,,30.0
2.2,1.7058754607387865,33.8367117,-118.35492909999999,Poke Bar,,4.5,151,,27.0
2.6,2.0793196430333007,33.853282899999996,-118.38998470000001,Malibu Eatery,1.0,4.5,182,,33.0
3.5,2.813732722340209,33.854807,-118.39777,The Spot Natural Food Restaurant,2.0,4.5,265,,44.0
2.6,2.1208866936987856,33.8408379,-118.3907074,Quality Seafood,2.0,4.5,1478,,34.0
3.3,2.5388362905230246,33.848582,-118.3962844,Bluewater Grill,2.0,4.4,1211,,41.0
3.0,2.390848035098106,33.830306799999995,-118.38553629999998,Thai Dishes Restaurant,1.0,4.5,121,,38.0
1.1,1.0357696583034213,33.838063,-118.36488229999999,Moo's Restaurant,2.0,4.0,97,,14.0
3.7,2.8896750587452966,33.869132799999996,-118.3529465,Islands Restaurant,2.0,4.4,1061,,47.0
3.2,2.4667804648638856,33.8291552,-118.35263810000001,Chili's Grill & Bar,2.0,4.2,1154,,40.0
3.4,2.9237510709586467,33.8729906,-118.3665828,Brogino's,2.0,4.4,189,,43.0
3.0,2.3365810967086555,33.8573727,-118.39072279999999,Rosa's Restaurant,1.0,4.5,191,,38.0
2.6,1.8974385854502496,33.8481122,-118.3893621,Smashburger,2.0,4.2,202,,33.0
2.9,2.251577477193304,33.832810200000004,-118.3512162,Lucille's Smokehouse Bar-B-Que,2.0,4.4,1408,,36.0
2.6,2.188662514904122,33.842631,-118.39205,R/10 Social House,2.0,4.3,485,,33.0
2.7,2.1187806057847083,33.8334875,-118.38533329999999,Ragin Cajun Cafe,2.0,4.3,869,,34.0
0.5,0.2596851533232764,34.0806794,-118.0915095,Boston Lobster Seafood Restaurant,2.0,4.4,673,,6.0
0.9,0.7493451559393276,34.0762954,-118.09093429999999,Babita Mexicuisine,2.0,4.5,73,,11.0
1.1,0.7824134331099297,34.07977890000001,-118.0844929,Shin-Sen-Gumi Restaurant,1.0,4.6,919,,13.0
0.6,0.3885673425881852,34.08040220000001,-118.08920220000002,Petrillo's Pizza,2.0,4.4,1105,,7.0
1.6,1.0289760034903843,34.080230799999995,-118.1027377,Chang'an Restaurant,2.0,4.2,195,,20.0
1.1,0.8886183379497887,34.090734600000005,-118.08978700000002,Tia Gladys Mexican Restaurant,2.0,4.3,269,,14.0
1.2,0.704682395379567,34.080101500000005,-118.0988887,Jazz Cat Restaurant,2.0,4.4,391,,15.0
0.9,0.7716900196868991,34.089804,-118.09061329999999,Pho Hai Kieu,1.0,4.2,48,,11.0
1.0,0.5122984974909299,34.0802837,-118.09658529999999,Quan Ngon Nha Trang Restaurant,,4.1,82,,12.0
0.3,0.25737832538835953,34.081144200000004,-118.0903459,Taco Bell,1.0,4.2,418,,4.0
0.7,0.3983300872824008,34.07948820000001,-118.0930873,Lu's Garden,1.0,3.9,334,,9.0
1.6,1.0630456434853504,34.0783836,-118.1021935,Spicy City,1.0,4.2,154,,20.0
0.7,0.3740057219464264,34.07979829999999,-118.09342040000001,Hunan Chilli King,,3.8,186,,8.0
2.1,1.7983405257595784,34.0809981,-118.07268390000002,Di Pilla's Italian Restaurant,2.0,4.6,481,,26.0
0.7,0.28704387244854623,34.0804601,-118.0927989,Yoshino Sushi,2.0,4.0,240,,8.0
0.7,0.3272322439529278,34.080220000000004,-118.0933335,ZAZA Noodle,,4.0,24,,8.0
0.4,0.2856299182517486,34.08081810000001,-118.0903697,Restaurant,,0.0,0,,5.0
1.1,0.5306338716176805,34.080372100000005,-118.09689909999999,Opal Chinese Cuisine,,4.2,19,,14.0
0.8,0.3924612260210162,34.07963710000001,-118.093471,Hibiscus Tree,,4.3,23,,9.0
0.6,0.4202804345302864,34.0800555,-118.0891581,Sg Xiao May Restaurant,,4.3,6,,7.0
0.9,0.7329827086752578,34.0802559,-118.0848117,Ji Rong Peking Duck,2.0,4.4,483,,12.0
1.0,0.6818558448163755,34.08119779999999,-118.084977,Golden Soup,1.0,4.0,271,,13.0
0.7,0.2955272309025971,34.08045739999999,-118.09311459999999,Spicy Charm,,3.2,21,,8.0
1.4,1.2983352387576674,34.0946311,-118.0913727,Uncle Yu's Indian Theme Restaurant,2.0,4.2,202,,18.0
1.1,0.6079975440320436,34.0799933,-118.09760370000001,Floral Restaurant,,2.9,8,,13.0
1.1,0.9379561214282504,34.0746663,-118.090267,Carl's Jr.,1.0,4.0,419,,13.0
0.7,0.3968068663083219,34.079968900000004,-118.0897321,818 Shaokao,,1.5,2,,8.0
0.8,0.7064380024987463,34.0766834,-118.0909497,The Better Food,,4.4,7,,10.0
0.9,0.7062610597100593,34.0801436,-118.085197,Mr.Dong,,3.8,13,,11.0
2.8,2.06809527000561,34.074389700000005,-118.0721419,The Habit Burger Grill,1.0,4.6,468,,35.0
0.7,0.3947798555507847,34.080006,-118.0897037,Jue Wei Kitchen,,3.8,24,,8.0
3.0,2.216876726741289,34.072975,-118.07123759999999,TGI Fridays,2.0,4.1,985,,37.0
2.2,1.5954239221097828,34.077622600000005,-118.1081408,Omar Halal Restaurant,2.0,4.2,143,,28.0
1.1,0.8757661835323571,34.07961629999999,-118.0834606,New Century Lobster (港味鮮),,4.0,80,,14.0
1.6,1.1005871499144353,34.0793186,-118.10317309999999,Boiling Point,2.0,4.0,517,,20.0
2.4,1.7971752106791985,34.0795014,-118.11112479999998,Wendy's,1.0,4.2,703,,30.0
0.9,0.4964893927943153,34.079714,-118.0957554,Ching Chang Wing Wang,,5.0,3,,11.0
3.0,2.2411795552955107,34.07299940000001,-118.07091640000002,The Boiling Crab,2.0,4.6,1050,,38.0
2.1,1.7582883815503314,34.083960600000005,-118.0730105,In-N-Out Burger,1.0,4.6,1648,,26.0
0.7,0.4845838939677957,34.0786202,-118.0917242,Yum Cha Cafe,,2.8,10,,8.0
2.8,2.138300454614112,34.074738399999994,-118.07108190000001,Rose City Pizza,2.0,4.6,574,,35.0
1.1,0.6738851015833531,34.0814085,-118.0849947,Street Party,,4.2,10,,13.0
0.7,0.4122208022457329,34.079278,-118.092483,Ye Mei Restaurant,1.0,3.6,43,,8.0
1.2,0.964698277943377,34.0797067,-118.0823591,Bay Island Cafe,1.0,4.2,340,,15.0
2.9,2.347686745670192,34.103223,-118.08486599999999,Chanos Drive-In,1.0,4.5,397,,37.0
1.0,0.7605762111837401,34.080181700000004,-118.08452350000002,Com Tam Kieu (Cơm Tấm Kiều),,4.2,118,,13.0
2.9,2.6216644069144057,34.081540600000004,-118.0636507,JTYH Restaurant,1.0,4.4,91,,37.0
2.7,2.052536703732737,34.074589200000005,-118.07220790000001,Chipotle Mexican Grill,1.0,4.2,231,,34.0
0.5,0.296418700193876,34.0803399,-118.09153329999998,Popeyes Louisiana Kitchen,1.0,4.0,397,,6.0
4.3,2.935504741924088,34.0623865,-118.11202320000001,Nha Trang Kitchen Restaurant,1.0,4.5,102,,54.0
1.7,1.157991524818487,34.080236299999996,-118.10419830000001,J & J Restaurant,,4.6,17,,22.0
3.5,2.859925462355999,34.102856700000004,-118.11175929999999,Golden Deli Restaurant,1.0,4.6,585,,45.0
1.8,1.2789792195079068,34.0796474,-118.10536090000002,Pho Nguyen Hoang Restaurant,1.0,4.0,112,,23.0
1.6,1.0530968138049448,34.078555200000004,-118.1021821,Garage Restaurant,,3.0,22,,20.0
1.4,1.26401034717641,34.094320700000004,-118.09134170000002,Com Tam Kieu Restaurant,1.0,4.3,171,,18.0
3.1,2.4065486767258792,34.1021881,-118.10408170000001,Vietnam Restaurant,1.0,4.6,99,,40.0
2.2,1.6734285723999796,34.07886,-118.10954509999999,101 Noodle Express,1.0,4.1,667,,28.0
2.2,1.853333722037894,34.0812138,-118.07205309999999,Carl's Jr.,1.0,4.2,354,,27.0
1.0,0.7491495995555454,34.0799175,-118.08481299999998,海珍大酒樓 888 seafood restaurant,2.0,4.1,143,,13.0
1.6,1.0246882474064158,34.0801992,-118.102677,Jessie Xiao Lan Liang Restaurant,,0.0,0,,20.0
0.8,0.7896160274548268,35.755069299999995,-79.16542779999999,The Root Cellar Cafe & Catering,,4.1,327,,10.0
,1.724107212712185,35.74389179999999,-79.1634444,Compadres Tequila Lounge,2.0,4.4,345,,
,1.3691536563820534,35.7460405,-79.1666797,Waffle House,1.0,4.0,307,,
,3.326833019119759,35.7269732,-79.1751797,Pickle Jar Cafe,,4.3,206,,
,3.8197422180266534,35.7226016,-79.1767691,Elizabeth's Pizza & Italian Restaurant,1.0,4.5,379,,
,1.557313678657675,35.7443238,-79.16623129999999,New Japan,1.0,3.9,301,,
0.7,0.7300951376130521,35.7549179,-79.1661675,Bojangles' Famous Chicken 'n Biscuits,1.0,4.1,569,,9.0
0.9,0.8711940259127232,35.7551503,-79.164473,Mi Cancun,,4.4,224,,10.0
,1.5067614825866888,35.7444922,-79.1671068,McDonald's,1.0,3.7,600,,
,1.3441389556899026,35.745669299999996,-79.168301,Subway,1.0,3.8,22,,
,4.041370399350447,35.72053,-79.173548,Small B&B Cafe,,4.8,197,,
,4.278163857035083,35.720150700000005,-79.15975300000002,Hwy 55 Burgers Shakes & Fries,1.0,4.4,317,,
,4.072492884860937,35.7207316,-79.18119159999998,Angelina's Kitchen,1.0,4.6,105,,
,4.395657039781426,35.7188662,-79.1605012,Greek Kouzina,,4.4,226,,
,3.9569379650040766,35.721483500000005,-79.17847739999998,Postal Fish Company,2.0,4.6,245,,
,3.9479129232837145,35.721491,-79.17750799999999,S & T's Soda Shoppe,1.0,4.7,659,,
,1.6826042541740192,35.743595,-79.1649503,Papa John's Pizza,1.0,3.8,65,,
,4.150195604167342,35.719713,-79.1696016,Michocan Mexican Food Truck,1.0,4.7,95,,
,1.3824006145144692,35.74585709999999,-79.1667921,Taco Bell,1.0,3.5,101,,
,4.268916598231498,35.7186729,-79.178595,John's Italian Pizza Restaurant,1.0,4.3,222,,
,4.352851423448554,35.7182135,-79.16631699999998,San Felipe Mexican Restaurante,1.0,4.3,277,,
,4.941329510835665,35.7824719,-79.1291213,Allen & Son Bar-B-Que,1.0,4.6,506,,
,4.0940508390959,35.7202057,-79.1779887,Pittsboro Roadhouse,2.0,4.2,488,,
,1.635838427710276,35.743852000000004,-79.1654564,Carolina Brewery & Grill,2.0,4.1,300,,
,3.9946573503707685,35.7210302,-79.1768646,Virlie's Grill,1.0,4.6,625,,
,1.3864936903455178,35.7458641,-79.1666785,KFC,1.0,3.4,89,,
,5.388725636663875,35.710559100000005,-79.1563171,Copeland Springs Farm & Kitchen,,4.9,28,,
,4.232775962037723,35.720377299999996,-79.18721959999998,Al's Diner,1.0,4.4,489,,
,3.9408924696734084,35.721546999999994,-79.1773973,The City Tap,1.0,4.5,273,,
0.8,0.8201239838173192,35.755171000000004,-79.165048,Marco's Pizza,1.0,3.6,27,,10.0
,4.278489624570517,35.71850269999999,-79.17741109999999,Simmons Hospitality School,,0.0,0,,
,4.118440626173341,35.719860100000005,-79.1755429,Hardee's,1.0,3.7,302,,
,4.161560694268268,35.7196085,-79.17815619999998,The Modern Life Deli and Drinks,2.0,4.5,295,,
,8.837737197811391,35.8010823,-79.09247629999999,The Fearrington House Restaurant,4.0,4.6,89,,
,8.87696902016474,35.8004612,-79.09144979999998,Roost Beer Garden,2.0,4.3,65,,
,10.662415797136527,35.82159910000001,-79.0866733,Town Hall Burger and Beer,2.0,4.5,358,,
,10.63975407800492,35.821283,-79.086658,Breakaway Cafe,2.0,4.4,295,,
,12.6638085119405,35.8474539,-79.08877269999998,Guanajuato Mexican Restaurant,1.0,4.3,392,,
,6.694490077852611,35.816168,-79.16103100000001,Pig In the Pen,,4.8,4,,
,11.552653124311426,35.836214700000006,-79.09119270000001,Moon Asian Bistro,2.0,4.2,228,,
,4.268352246521673,35.7189167,-79.1668401,Subway,1.0,4.1,30,,
,4.3172526836815885,35.7184865,-79.1667214,China Inn Restaurant,,3.5,53,,
,11.552468494300804,35.8357497,-79.09052270000001,Taco Bell,1.0,3.8,232,,
,12.37517363203737,35.8444831,-79.08926819999998,Village Pizza & Pasta,,4.2,93,,
,17.235708031350768,35.8539969,-79.02493670000001,Tarantini Italian Restaurant,2.0,4.5,209,,
,19.444022753257325,35.910562,-79.07100600000001,Spotted Dog Restaurant & Bar,2.0,4.3,431,,
,8.927232523454624,35.801071,-79.09127600000001,The Belted Goat,2.0,4.3,179,,
,19.495086753298022,35.91027090000001,-79.0691725,Oakleaf,3.0,4.7,238,,
,18.442759765682602,35.9224565,-79.1857064,Fiesta Grill Restaurant,1.0,4.7,443,,
,16.96784435667644,35.8817398,-79.06571749999998,The Town Hall Grill,2.0,4.3,273,,
,12.577105597589698,35.84727120000001,-79.090068,McDonald's,1.0,3.8,418,,
,19.82525441913684,35.910674900000004,-79.06264940000001,Talullas,,4.6,260,,
,16.977759734046312,35.881983,-79.06595360000001,Rasa Malaysia,2.0,4.4,189,,
,4.0044548815023955,35.720974600000005,-79.1774136,Blue Dot Coffee,1.0,4.4,146,,
,19.81797602536652,35.910441,-79.06231799999998,Lantern,3.0,4.5,313,,
,19.42587882413373,35.91035479999999,-79.0709573,Acme Food & Beverage Co,3.0,4.4,503,,
,12.650640373373394,35.8474857,-79.08906540000001,Subway Restaurants,1.0,3.9,26,,
,20.380280452713173,35.912946500000004,-79.05535809999998,Top of the Hill Restaurant & Brewery,2.0,4.3,546,,
,19.94181618237418,35.9063523,-79.05166650000001,Chick-fil-A,1.0,4.2,53,,
,14.249593490070698,35.860825,-79.08148,Subway Restaurants,1.0,2.5,23,,
1.4,1.0852509823877268,44.525837,-88.063312,Karaoke Mexican Restaurant,2.0,4.6,349,,17.0
1.8,1.1085858043094825,44.528462,-88.060192,The Pancake Place,1.0,4.5,1896,,22.0
0.7,0.5877701173996932,44.5222391,-88.05888499999998,Home Town Cafe,1.0,4.3,416,,8.0
2.3,1.6121264181844588,44.5149658,-88.07076119999998,Golden Basket Restaurant,1.0,4.4,849,,29.0
1.2,0.9541641647457446,44.524524299999996,-88.0624941,Chili John's Restaurant,2.0,4.3,248,,14.0
2.0,1.4665825571069844,44.5153531,-88.0689998,Bay Motel & Family Restaurant,,4.5,791,,25.0
1.6,1.3083390520794154,44.5146964,-88.0375071,Taco Town,,4.6,174,,19.0
0.6,0.3464446698759913,44.518046399999996,-88.0490959,Culver's,1.0,4.4,1163,,7.0
0.9,0.7342079377676213,44.522164700000005,-88.0608555,Papa Murphy's Take 'N' Bake Pizza,1.0,4.6,132,,12.0
1.4,1.1046772336455182,44.5150833,-88.040173,Subway Restaurants,1.0,4.0,45,,16.0
3.1,2.312530524337436,44.5064653,-88.073545,Red Lobster,2.0,4.3,1296,,39.0
3.1,2.3023292270153357,44.506267,-88.07311399999998,Margarita's of Green Bay,2.0,4.4,1529,,39.0
3.3,2.5363986489705463,44.519463099999996,-88.0199595,Chefusion,3.0,4.7,281,,41.0
1.8,1.2157156841461216,44.5300198,-88.0592676,Perkins Restaurant & Bakery,2.0,3.6,883,,23.0
1.2,1.1164836527800093,44.523756899999995,-88.06520640000001,Arby's,1.0,3.8,468,,15.0
1.8,1.247365048744748,44.5291013,-88.0618916,Superior Discount Liquors,,4.5,190,,22.0
3.8,3.1169301689489024,44.493318,-88.061948,Sammy's Pizza & Italian Restaurant,2.0,4.5,700,,47.0
2.4,2.277600540633809,44.502245200000004,-88.0651635,Taverne in the Sky,,4.3,190,,31.0
3.6,2.9143698319733264,44.5132889,-88.0165533,Al's Hamburger,1.0,4.5,828,,45.0
3.6,2.743420285491037,44.4960856,-88.05761009999998,Green Bay Distillery,2.0,4.2,884,,45.0
3.4,2.5769141416607524,44.5197162,-88.01943519999998,The Cannery Public Market,2.0,4.3,774,,42.0
4.2,2.9487296930358866,44.5234912,-88.08886690000001,Chili's Grill & Bar,2.0,4.2,989,,52.0
3.3,2.4918362879750933,44.5197255,-88.0205084,Glass Nickel Pizza Co. – Green Bay,2.0,4.4,521,,40.0
3.1,2.4305319916269434,44.51693059999999,-88.02166079999998,Little Tokyo Restaurant,2.0,4.5,296,,38.0
3.6,2.9175191532002818,44.5136771,-88.0163626,Vintage Cantina,2.0,4.5,535,,44.0
3.7,3.0393619884977614,44.514425,-88.014523,Angelina Restaurant,2.0,4.5,381,,46.0
1.7,1.4457300501615509,44.5138239,-88.03621129999998,El Dorado Mexican Restaurant,,4.7,65,,20.0
3.9,3.030543496005563,44.54756649999999,-88.04849300000001,Bay View,1.0,4.5,384,,48.0
2.7,2.0958106815176967,44.5179994,-88.025708,Black Stone Family Restaurant,1.0,4.2,1045,,32.0
2.6,2.056460301990565,44.518253,-88.026164,Taco Burrito Mexico,1.0,4.6,853,,32.0
4.1,2.875442891815492,44.52348749999999,-88.08793670000001,Los Banditos,2.0,4.2,666,,51.0
4.2,3.346331235727641,44.4907947,-88.0593267,Nakashima of Japan,2.0,4.5,651,,52.0
2.9,2.437327401918206,44.5086313,-88.0260098,Bourbon Street Bar,,4.2,64,,36.0
4.4,3.537925785798937,44.515236200000004,-88.00789720000002,Los Arcos Mexican Restaurant,2.0,4.3,125,,55.0
3.3,2.5489464278079392,44.5189966,-88.0198353,Bangkok Garden Restaurant,2.0,3.9,177,,41.0
4.7,3.2567131112738563,44.52353179999999,-88.09276940000001,El Azteca Restaurant,1.0,4.3,302,,58.0
4.7,3.313603555679196,44.5072354,-88.01444690000001,A&W Restaurant,1.0,4.1,316,,58.0
3.7,3.0055064595310976,44.5158673,-88.01455759999997,Koko Sushi Bar & Lounge,2.0,4.2,348,,46.0
4.1,3.408557212030159,44.490874,-88.0633632,Taste Of India,2.0,4.3,425,,51.0
1.4,1.0938542641538809,44.514751000000004,-88.04065000000001,Asian Joy,,4.0,4,,17.0
6.3,4.145105415646115,44.4936733,-88.0155161,Los Magueyes Mexican Restaurant,1.0,4.4,271,,1.0
1.5,1.1267153459501718,44.5198781,-88.0661139,Burger King,1.0,3.5,381,,19.0
1.8,1.231749263506127,44.5296173,-88.0605872,McDonald's,1.0,3.5,1271,,23.0
1.4,1.0874085320355915,44.5259089,-88.063277,Mayflower Restaurant,,4.2,264,,17.0
3.7,2.9371223807810387,44.515814,-88.01544609999998,China Palace Restaurant,1.0,4.0,161,,45.0
3.8,2.8409976911469537,44.5417745,-88.07160499999998,1951 West,2.0,4.1,272,,47.0
3.1,2.323310362458764,44.506443700000005,-88.0737008,Red Lobster,,0.0,0,,39.0
3.2,2.495149959979402,44.5176032,-88.0207013,May’s Egg Rolls,,4.5,106,,39.0
2.6,2.4084772809683885,44.501177399999996,-88.06586109999998,Kroll's West,2.0,4.1,1728,,32.0
5.7,4.89933979982223,44.478530400000004,-88.07106639999998,HuHot Mongolian Grill,2.0,4.5,1285,,1.0
3.6,2.89966755432242,44.495051200000006,-88.06037629999999,Buffalo Wild Wings,2.0,4.0,1055,,44.0
4.8,4.063127856581853,44.485520799999996,-88.06709620000001,IHOP,1.0,3.8,663,,59.0
3.8,3.5126990476244493,44.4925819,-88.07285639999998,Marco's Pizza,1.0,4.5,49,,48.0
3.5,2.7097968267560653,44.519456,-88.017771,Titletown Brewing Company,2.0,4.5,678,,44.0
3.6,2.6845047134789564,44.496295,-88.053124,The Bar - Holmgren Way,2.0,4.1,770,,45.0
